"";"sample";"intercept";"time";"treatment";"sigma.b";"sigma";"se.intercept";"se.time";"se.treatment";"se.sigma.b";"se.sigma";"model";"scenario"
"37";13;-1,01649816101298;0,51791373453768;-1,83643628414281;2,23530593383738;0,711325617825053;0,0534187082736345;0,000939084307163982;0,104922872062695;0,117330734987349;0,0293210137095845;"ignorable";"MAR"
"38";13;-1,0314442093907;0,520051866634843;-1,82503719971865;2,22965487077534;0,711896285039653;0,0557042137714933;0,0282272403857414;0,0640907825180765;0,111532134553996;0,0226548810040986;"spm";"MAR"
"39";13;-1,35879135024111;0,519126930055832;-1,25290873884798;0,508230362684029;0,70941832220761;0,0555103091376807;0,0281289770906955;0,0638676927532402;0,0254087254548106;0,0225691442984655;"spm+class";"MAR"
"40";14;-1,39129300565838;0,504201157785994;-1,23365821678042;2,31578252120606;0,726875996620027;0,0570826271729312;0,000958575347712378;0,112148493420031;0,121180895766631;0,0293397749250308;"ignorable";"MAR"
"41";14;-1,36269924455643;0,505376925097943;-1,26880757721762;2,31477936834179;0,726101291009924;0,0563168766079067;0,028528429631626;0,0644963345447698;0,115777834507966;0,0228006260142019;"spm";"MAR"
"42";14;-1,19768592103461;0,494480363069085;-1,42202493919754;0,490930451440514;0,724633617249127;0,0562030403158415;0,0284707647595147;0,0643659670129717;0,0245463005640323;0,0227556487605036;"spm+class";"MAR"
"43";15;-1,24332399858531;0,526186027834447;-1,64780775479328;2,3095176106796;0,70102461709474;0,0565362813183451;0,000877516316236293;0,111120083197894;0,120312155933807;0,0274509301474155;"ignorable";"MAR"
"44";15;-1,28625714653075;0,531980045424069;-1,61017326225609;2,30881903009213;0,691219916358009;0,053267708747953;0,0269298905361041;0,060304426854889;0,115227006766615;0,0213130825855056;"spm";"MAR"
"45";15;-1,23718309088326;0,527822924787464;-1,66265665310615;0,63101460113513;0,706301788787241;0,0544299668456289;0,0275174786188449;0,0616202120292342;0,0315481953765305;0,0217761486340599;"spm+class";"MAR"
"46";16;-1,31437663779876;0,469463825193637;-0,9804568320148;2,29718294168444;0,713628231539234;0,0561471378018081;0,00104921770113042;0,110514096210755;0,120473617265823;0,0296532202184911;"ignorable";"MAR"
"47";16;-1,28447969710083;0,470411578197295;-1,07089588017212;2,29824565281395;0,707642654124579;0,0547411982859772;0,0292612226618547;0,0640084564837005;0,11478635847265;0,0226056575104295;"spm";"MAR"
"48";16;-1,10093377865097;0,469130680120712;-1,49087901112841;0,566336721072473;0,710606499488654;0,0549704690173576;0,0293837783976643;0,0642765428161905;0,0283164017745294;0,0226991711973621;"spm+class";"MAR"
"49";17;-1,2534103735965;0,523907393592631;-1,50542148762627;2,30466549104782;0,724249550270425;0,0564438400969813;0,000951904712406297;0,110851848174226;0,120324948339174;0,0283658518487631;"ignorable";"MAR"
"50";17;-1,30292901252271;0,526362210336689;-1,50698044057064;2,29700460311853;0,720133745855647;0,055118932321789;0,0282753352504827;0,0628065994512633;0,115057866100524;0,0221908765433924;"spm";"MAR"
"51";17;-1,1232478858381;0,512082519607444;-1,55191303608183;0,534747941937811;0,722990371489174;0,0553375778969586;0,0283874954578615;0,0630557244522365;0,0267370801470368;0,022291220122372;"spm+class";"MAR"
"52";18;-1,561544600007;0,494966543417603;-1,24118609212994;2,23525970478038;0,735321135094931;0,0533561096337772;0,00091500233140245;0,104579531608448;0,117504673431435;0,0279343770297477;"ignorable";"MAR"
"53";18;-1,59317648268379;0,493864534375589;-1,22220575610734;2,23703842883061;0,734144503691294;0,0558118085796366;0,0281930386041054;0,0627983084639691;0,111905580734925;0,0221779740638807;"spm";"MAR"
"54";18;-1,21465973080656;0,49298371173825;-1,46094192256241;0,515208542224929;0,735514297863301;0,0559159176081393;0,0282456379722347;0,0629154606777278;0,0257605010619577;0,0222165891570991;"spm+class";"MAR"
"55";19;-1,17690385322949;0,507294217527155;-1,16895503789504;2,23562437703896;0,709186458763833;0,053214256930718;0,000977966048904485;0,104653466437346;0,1171358965281;0,0289088105899019;"ignorable";"MAR"
"56";19;-1,1673373870962;0,507897231238383;-1,17962421932957;2,23900496543062;0,717372580652845;0,055137935392249;0,0289916166671437;0,0641061379105335;0,111787686596255;0,022668523529719;"spm";"MAR"
"57";19;-1,21069336978377;0,499313680525888;-1,53148500495302;0,585193564075871;0,703367391273998;0,0540614467447599;0,0284256100009954;0,0628545916701967;0,0292595957333474;0,0222201842687565;"spm+class";"MAR"
"58";20;-1,23348760216938;0,51502939094891;-1,77863284599236;2,26287312243307;0,701844705922943;0,0543288859729153;0,000819102437493584;0,106839228557639;0,117956150752045;0,0276369883105177;"ignorable";"MAR"
"59";20;-1,25742189949556;0,516542940248314;-1,79599352808364;2,27338239422371;0,697822756043073;0,0532491737828144;0,0264413059649976;0,0610884426182746;0,11370505245677;0,0216027893833541;"spm";"MAR"
"60";20;-1,51660483006194;0,516143980488131;-1,43012086587201;0,539520597606414;0,697005399216661;0,0531868018443285;0,0264103347717292;0,0610168839340353;0,0269753177276255;0,0215718919579416;"spm+class";"MAR"
"61";21;-0,931068730777543;0,509704100584539;-1,36247469792765;2,43166502297684;0,742562536904418;0,0626091391411208;0,000944698068613217;0,123186890719261;0,126844968418567;0,0287495099471554;"ignorable";"MAR"
"62";21;-0,932524527285414;0,509578226635644;-1,34234343315339;2,42468359678107;0,737859833296051;0,0559389957547851;0,0282330783404546;0,0640136238002664;0,121143848801566;0,0225765469409521;"spm";"MAR"
"63";21;-1,12389867403582;0,509588117134905;-1,57922297799448;0,550458356636649;0,741848282003828;0,0562413694488713;0,0283856899779493;0,0643596442679633;0,0275231513537506;0,0227002565209114;"spm+class";"MAR"
"64";22;-0,77496593466893;0,469044525333469;-1,72934790259926;2,26715924585683;0,757611593261308;0,0550142007760444;0,000973561830554411;0,107828446746533;0,119204262489248;0,0293889094101857;"ignorable";"MAR"
